prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,1106,75th Ave,Oakland,CA,94621,0,,2,1.0,892,3800,1920,37.755828,-122.189271,,,http://www.zillow.com/homedetails/1106-75th-Ave-Oakland-CA-94621/24796054_zpid/,http://www.zillow.com/homedetails/1106-75th-Ave-Oakland-CA-94621/24796054_zpid/#charts-and-data,http://www.zillow.com/homes/24796054_zpid/,http://www.zillow.com/homes/comps/24796054_zpid/,24796054,256017,04/11/2016,,,0.326871807472,0,170000,01/25/2016,9.0,190
redfin,2300,63rd Ave,Oakland,CA,94605,0,,2,1.0,896,3297,1924,37.767216,-122.190321,,,http://www.zillow.com/homedetails/2300-63rd-Ave-Oakland-CA-94605/24788560_zpid/,http://www.zillow.com/homedetails/2300-63rd-Ave-Oakland-CA-94605/24788560_zpid/#charts-and-data,http://www.zillow.com/homes/24788560_zpid/,http://www.zillow.com/homes/comps/24788560_zpid/,24788560,281748,04/11/2016,,,0.47999934386,0,313800,03/16/2016,7.0,350
redfin,1917,65th Ave,Oakland,CA,94621,0,,2,1.0,1031,3600,1947,37.764924,-122.191629,,,http://www.zillow.com/homedetails/1917-65th-Ave-Oakland-CA-94621/24789374_zpid/,http://www.zillow.com/homedetails/1917-65th-Ave-Oakland-CA-94621/24789374_zpid/#charts-and-data,http://www.zillow.com/homes/24789374_zpid/,http://www.zillow.com/homes/comps/24789374_zpid/,24789374,277397,04/11/2016,,,0.360410492185,0,250000,09/30/2015,4.0,242
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
265200,260,35700,45900,61200,158200.0,148000.0,132700.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,2736,Bartlett St,OAKLAND,CA,94602,166,ML81520673,3,1.0,1080,5125,1922,37.789899,-122.208369,http://www.redfin.com/CA/Oakland/2736-Bartlett-St-94602/home/539447,,http://www.zillow.com/homedetails/2736-Bartlett-St-Oakland-CA-94602/24768998_zpid/,http://www.zillow.com/homedetails/2736-Bartlett-St-Oakland-CA-94602/24768998_zpid/#charts-and-data,http://www.zillow.com/homes/24768998_zpid/,http://www.zillow.com/homes/comps/24768998_zpid/,24768998,515533,04/11/2016,2900,04/12/2016,0,0
redfin,3056,Curran Ave,Oakland,CA,94602,0,,2,2.0,1000,3998,1940,37.792264,-122.210903,,,http://www.zillow.com/homedetails/3056-Curran-Ave-Oakland-CA-94602/24768411_zpid/,http://www.zillow.com/homedetails/3056-Curran-Ave-Oakland-CA-94602/24768411_zpid/#charts-and-data,http://www.zillow.com/homes/24768411_zpid/,http://www.zillow.com/homes/comps/24768411_zpid/,24768411,651495,04/11/2016,,,0.214113204925,0,390000,10/29/2015,7.0,390
redfin,3212,Deering St,Oakland,CA,94601,0,,2,1.0,1156,2555,1938,37.790552,-122.215154,,,http://www.zillow.com/homedetails/3212-Deering-St-Oakland-CA-94601/24768620_zpid/,http://www.zillow.com/homedetails/3212-Deering-St-Oakland-CA-94601/24768620_zpid/#charts-and-data,http://www.zillow.com/homes/24768620_zpid/,http://www.zillow.com/homes/comps/24768620_zpid/,24768620,463522,04/11/2016,,,0.373208777744,0,440000,03/29/2016,5.0,380
redfin,3028,Brookdale Ave,Oakland,CA,94602,0,,3,2.0,1002,3484,1913,37.792147,-122.215106,,,http://www.zillow.com/homedetails/3028-Brookdale-Ave-Oakland-CA-94602/24768195_zpid/,http://www.zillow.com/homedetails/3028-Brookdale-Ave-Oakland-CA-94602/24768195_zpid/#charts-and-data,http://www.zillow.com/homes/24768195_zpid/,http://www.zillow.com/homes/comps/24768195_zpid/,24768195,444474,04/11/2016,,,0.399294336045,0,384000,01/29/2016,7.0,383
redfin,3248,Bona St,Oakland,CA,94601,0,,3,1.0,1139,3049,1928,37.790683,-122.214115,,,http://www.zillow.com/homedetails/3248-Bona-St-Oakland-CA-94601/24768603_zpid/,http://www.zillow.com/homedetails/3248-Bona-St-Oakland-CA-94601/24768603_zpid/#charts-and-data,http://www.zillow.com/homes/24768603_zpid/,http://www.zillow.com/homes/comps/24768603_zpid/,24768603,418948,04/11/2016,,,0.318382218345,0,363000,07/24/2015,7.0,318
redfin,3486,Paxton Ave,Oakland,CA,94601,0,,2,1.0,1200,2825,1967,37.785904,-122.214995,,,http://www.zillow.com/homedetails/3486-Paxton-Ave-Oakland-CA-94601/24768721_zpid/,http://www.zillow.com/homedetails/3486-Paxton-Ave-Oakland-CA-94601/24768721_zpid/#charts-and-data,http://www.zillow.com/homes/24768721_zpid/,http://www.zillow.com/homes/comps/24768721_zpid/,24768721,436175,04/11/2016,,,0.455072784457,0,285000,07/24/2015,12.0,237
redfin,3448,Paxton Ave,Oakland,CA,94601,0,,3,2.0,1134,4294,1910,37.786513,-122.215725,,,http://www.zillow.com/homedetails/3448-Paxton-Ave-Oakland-CA-94601/24768729_zpid/,http://www.zillow.com/homedetails/3448-Paxton-Ave-Oakland-CA-94601/24768729_zpid/#charts-and-data,http://www.zillow.com/homes/24768729_zpid/,http://www.zillow.com/homes/comps/24768729_zpid/,24768729,561552,04/11/2016,,,0.464825945709,0,528000,05/22/2015,4.0,465
redfin,2433,35th Ave,Oakland,CA,94601,0,,2,2.0,1073,4750,1925,37.78726,-122.212148,,,http://www.zillow.com/homedetails/2433-35th-Ave-Oakland-CA-94601/24768928_zpid/,http://www.zillow.com/homedetails/2433-35th-Ave-Oakland-CA-94601/24768928_zpid/#charts-and-data,http://www.zillow.com/homes/24768928_zpid/,http://www.zillow.com/homes/comps/24768928_zpid/,24768928,456495,04/11/2016,,,0.27536258118,0,440000,04/15/2015,5.0,410
redfin,2568,Humboldt Ave,Oakland,CA,94601,0,,3,1.0,1185,4748,1922,37.789406,-122.211021,,,http://www.zillow.com/homedetails/2568-Humboldt-Ave-Oakland-CA-94601/24769100_zpid/,http://www.zillow.com/homedetails/2568-Humboldt-Ave-Oakland-CA-94601/24769100_zpid/#charts-and-data,http://www.zillow.com/homes/24769100_zpid/,http://www.zillow.com/homes/comps/24769100_zpid/,24769100,525326,04/11/2016,,,0.148756889255,0,410000,03/11/2016,3.0,345
redfin,2367,Bartlett St,Oakland,CA,94601,0,,2,1.0,1206,3330,1947,37.787381,-122.213647,,,http://www.zillow.com/homedetails/2367-Bartlett-St-Oakland-CA-94601/24769145_zpid/,http://www.zillow.com/homedetails/2367-Bartlett-St-Oakland-CA-94601/24769145_zpid/#charts-and-data,http://www.zillow.com/homes/24769145_zpid/,http://www.zillow.com/homes/comps/24769145_zpid/,24769145,442196,04/11/2016,,,0.3366351035,0,420000,08/05/2015,6.0,348
redfin,3302,Laguna Way,Oakland,CA,94602,0,,3,1.5,1061,2307,1914,37.796028,-122.211731,,,http://www.zillow.com/homedetails/3302-Laguna-Way-Oakland-CA-94602/24769427_zpid/,http://www.zillow.com/homedetails/3302-Laguna-Way-Oakland-CA-94602/24769427_zpid/#charts-and-data,http://www.zillow.com/homes/24769427_zpid/,http://www.zillow.com/homes/comps/24769427_zpid/,24769427,521864,04/11/2016,,,0.461545539002,0,515000,07/22/2015,4.0,485
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
406080,376,37800,48600,64800,256760.0,245960.0,229760.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,5614,Scoville St,OAKLAND,CA,94621,153,ML81522256,2,1.0,887,5401,1917,37.768777,-122.198872,http://www.redfin.com/CA/Oakland/5614-Scoville-St-94621/home/571976,,http://www.zillow.com/homedetails/5614-Scoville-St-Oakland-CA-94621/24789043_zpid/,http://www.zillow.com/homedetails/5614-Scoville-St-Oakland-CA-94621/24789043_zpid/#charts-and-data,http://www.zillow.com/homes/24789043_zpid/,http://www.zillow.com/homes/comps/24789043_zpid/,24789043,399877,04/11/2016,2600,04/12/2016,0,0
redfin,1673,51st Ave,Oakland,CA,94601,0,,3,1.0,838,2939,1925,37.771592,-122.206209,,,http://www.zillow.com/homedetails/1673-51st-Ave-Oakland-CA-94601/24780803_zpid/,http://www.zillow.com/homedetails/1673-51st-Ave-Oakland-CA-94601/24780803_zpid/#charts-and-data,http://www.zillow.com/homes/24780803_zpid/,http://www.zillow.com/homes/comps/24780803_zpid/,24780803,275566,04/11/2016,,,0.445427799594,0,302000,08/04/2015,7.0,360
redfin,1450,52nd Ave,Oakland,CA,94601,0,,2,1.0,815,3123,1921,37.769493,-122.206023,,,http://www.zillow.com/homedetails/1450-52nd-Ave-Oakland-CA-94601/24780905_zpid/,http://www.zillow.com/homedetails/1450-52nd-Ave-Oakland-CA-94601/24780905_zpid/#charts-and-data,http://www.zillow.com/homes/24780905_zpid/,http://www.zillow.com/homes/comps/24780905_zpid/,24780905,263613,04/11/2016,,,0.39368774994,0,290000,02/10/2016,7.0,355
redfin,5081,Congress Ave,Oakland,CA,94601,0,,2,1.0,880,4500,1923,37.775265,-122.202159,,,http://www.zillow.com/homedetails/5081-Congress-Ave-Oakland-CA-94601/24781129_zpid/,http://www.zillow.com/homedetails/5081-Congress-Ave-Oakland-CA-94601/24781129_zpid/#charts-and-data,http://www.zillow.com/homes/24781129_zpid/,http://www.zillow.com/homes/comps/24781129_zpid/,24781129,401572,04/11/2016,,,0.482886313981,0,200000,12/28/2015,11.0,227
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
278518,314,31045,39915,53220,172843.5,163973.5,150668.5

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,2808,MADERA Ave,Oakland,CA,94619,134,40723381,3,1.0,1063,5039,1921,37.777261,-122.193922,http://www.redfin.com/CA/Oakland/2808-Madera-Ave-94619/home/560258,,http://www.zillow.com/homedetails/2808-Madera-Ave-Oakland-CA-94619/24783658_zpid/,http://www.zillow.com/homedetails/2808-Madera-Ave-Oakland-CA-94619/24783658_zpid/#charts-and-data,http://www.zillow.com/homes/24783658_zpid/,http://www.zillow.com/homes/comps/24783658_zpid/,24783658,532607,04/11/2016,2800,04/12/2016,0,0
redfin,5557,Harvey Ave,Oakland,CA,94621,0,,2,1.0,1164,3920,1922,37.77042,-122.196444,,,http://www.zillow.com/homedetails/5557-Harvey-Ave-Oakland-CA-94621/24788945_zpid/,http://www.zillow.com/homedetails/5557-Harvey-Ave-Oakland-CA-94621/24788945_zpid/#charts-and-data,http://www.zillow.com/homes/24788945_zpid/,http://www.zillow.com/homes/comps/24788945_zpid/,24788945,316345,04/11/2016,,,0.49232585982,0,305000,02/26/2016,10.0,262
redfin,5171,Fairfax Ave,Oakland,CA,94601,0,,2,2.0,1176,5227,1922,37.77386,-122.201104,,,http://www.zillow.com/homedetails/5171-Fairfax-Ave-Oakland-CA-94601/24781161_zpid/,http://www.zillow.com/homedetails/5171-Fairfax-Ave-Oakland-CA-94601/24781161_zpid/#charts-and-data,http://www.zillow.com/homes/24781161_zpid/,http://www.zillow.com/homes/comps/24781161_zpid/,24781161,522639,04/11/2016,,,0.457230548551,0,520000,10/15/2015,4.0,442
redfin,5219,Belvedere St,Oakland,CA,94601,0,,2,1.0,1170,5200,1920,37.775282,-122.199989,,,http://www.zillow.com/homedetails/5219-Belvedere-St-Oakland-CA-94601/24781218_zpid/,http://www.zillow.com/homedetails/5219-Belvedere-St-Oakland-CA-94601/24781218_zpid/#charts-and-data,http://www.zillow.com/homes/24781218_zpid/,http://www.zillow.com/homes/comps/24781218_zpid/,24781218,522224,04/11/2016,,,0.358435862552,0,360000,08/31/2015,7.0,307
redfin,5267,Belvedere St,Oakland,CA,94601,0,,2,1.0,1208,5201,1922,37.774293,-122.199994,,,http://www.zillow.com/homedetails/5267-Belvedere-St-Oakland-CA-94601/24781227_zpid/,http://www.zillow.com/homedetails/5267-Belvedere-St-Oakland-CA-94601/24781227_zpid/#charts-and-data,http://www.zillow.com/homes/24781227_zpid/,http://www.zillow.com/homes/comps/24781227_zpid/,24781227,553407,04/11/2016,,,0.389891407464,0,550000,09/11/2015,3.0,455
redfin,5431,Ygnacio Ave,Oakland,CA,94601,0,,3,2.0,1210,5625,1924,37.773228,-122.197396,,,http://www.zillow.com/homedetails/5431-Ygnacio-Ave-Oakland-CA-94601/24781334_zpid/,http://www.zillow.com/homedetails/5431-Ygnacio-Ave-Oakland-CA-94601/24781334_zpid/#charts-and-data,http://www.zillow.com/homes/24781334_zpid/,http://www.zillow.com/homes/comps/24781334_zpid/,24781334,540155,04/11/2016,,,0.337109327459,0,555000,07/16/2015,3.0,458
redfin,4971,Fairfax Ave,Oakland,CA,94601,0,,2,1.0,1036,3800,1924,37.777077,-122.202076,,,http://www.zillow.com/homedetails/4971-Fairfax-Ave-Oakland-CA-94601/24782115_zpid/,http://www.zillow.com/homedetails/4971-Fairfax-Ave-Oakland-CA-94601/24782115_zpid/#charts-and-data,http://www.zillow.com/homes/24782115_zpid/,http://www.zillow.com/homes/comps/24782115_zpid/,24782115,415539,04/11/2016,,,0.445481180697,0,408500,09/01/2015,7.0,394
redfin,2470,Renwick St,Oakland,CA,94601,0,,3,1.5,1080,5100,1910,37.778616,-122.20107,,,http://www.zillow.com/homedetails/2470-Renwick-St-Oakland-CA-94601/24782195_zpid/,http://www.zillow.com/homedetails/2470-Renwick-St-Oakland-CA-94601/24782195_zpid/#charts-and-data,http://www.zillow.com/homes/24782195_zpid/,http://www.zillow.com/homes/comps/24782195_zpid/,24782195,500205,04/11/2016,,,0.401426680907,0,329000,07/16/2015,9.0,304
redfin,2419,Potter St,Oakland,CA,94601,0,,2,1.0,1162,4094,1913,37.778033,-122.201895,,,http://www.zillow.com/homedetails/2419-Potter-St-Oakland-CA-94601/24782205_zpid/,http://www.zillow.com/homedetails/2419-Potter-St-Oakland-CA-94601/24782205_zpid/#charts-and-data,http://www.zillow.com/homes/24782205_zpid/,http://www.zillow.com/homes/comps/24782205_zpid/,24782205,447754,04/11/2016,,,0.438667320272,0,380000,07/01/2015,8.0,327
redfin,2463,Renwick St,Oakland,CA,94601,0,,3,1.0,1161,5160,1924,37.778914,-122.201622,,,http://www.zillow.com/homedetails/2463-Renwick-St-Oakland-CA-94601/24782211_zpid/,http://www.zillow.com/homedetails/2463-Renwick-St-Oakland-CA-94601/24782211_zpid/#charts-and-data,http://www.zillow.com/homes/24782211_zpid/,http://www.zillow.com/homes/comps/24782211_zpid/,24782211,504120,04/11/2016,,,0.435735331043,0,275000,06/30/2015,10.0,236
redfin,2425,Renwick St,Oakland,CA,94601,0,,2,1.0,1089,6000,1909,37.778405,-122.202208,,,http://www.zillow.com/homedetails/2425-Renwick-St-Oakland-CA-94601/24782216_zpid/,http://www.zillow.com/homedetails/2425-Renwick-St-Oakland-CA-94601/24782216_zpid/#charts-and-data,http://www.zillow.com/homes/24782216_zpid/,http://www.zillow.com/homes/comps/24782216_zpid/,24782216,390866,04/11/2016,,,0.459355989104,0,367000,02/02/2016,8.0,337
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
374176,352,37205,47835,63780,233427.0,222797.0,206852.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,3538,Mangels Ave,Oakland,CA,94619,133,440279,2,1.0,817,1750,1927,37.79065,-122.204177,http://www.redfin.com/CA/Oakland/3538-Mangels-Ave-94619/home/1995177,,http://www.zillow.com/homedetails/3538-Mangels-Ave-Oakland-CA-94619/24776916_zpid/,http://www.zillow.com/homedetails/3538-Mangels-Ave-Oakland-CA-94619/24776916_zpid/#charts-and-data,http://www.zillow.com/homes/24776916_zpid/,http://www.zillow.com/homes/comps/24776916_zpid/,24776916,374706,04/11/2016,2500,04/12/2016,0,0
redfin,3066,Berlin Way,Oakland,CA,94602,0,,2,1.0,870,3003,1926,37.791821,-122.209184,,,http://www.zillow.com/homedetails/3066-Berlin-Way-Oakland-CA-94602/24768498_zpid/,http://www.zillow.com/homedetails/3066-Berlin-Way-Oakland-CA-94602/24768498_zpid/#charts-and-data,http://www.zillow.com/homes/24768498_zpid/,http://www.zillow.com/homes/comps/24768498_zpid/,24768498,473360,04/11/2016,,,0.285107290029,0,425000,12/11/2015,4.0,488
redfin,3213,Nicol Ave,Oakland,CA,94602,0,,2,1.0,842,5250,1923,37.791604,-122.212719,,,http://www.zillow.com/homedetails/3213-Nicol-Ave-Oakland-CA-94602/24768539_zpid/,http://www.zillow.com/homedetails/3213-Nicol-Ave-Oakland-CA-94602/24768539_zpid/#charts-and-data,http://www.zillow.com/homes/24768539_zpid/,http://www.zillow.com/homes/comps/24768539_zpid/,24768539,587681,04/11/2016,,,0.471035535426,0,572000,05/21/2015,9.0,679
redfin,2544,Bartlett St,Oakland,CA,94601,0,,3,1.0,852,5000,1918,37.788504,-122.210751,,,http://www.zillow.com/homedetails/2544-Bartlett-St-Oakland-CA-94601/24768964_zpid/,http://www.zillow.com/homedetails/2544-Bartlett-St-Oakland-CA-94601/24768964_zpid/#charts-and-data,http://www.zillow.com/homes/24768964_zpid/,http://www.zillow.com/homes/comps/24768964_zpid/,24768964,546381,04/11/2016,,,0.388372228597,0,585000,10/23/2015,10.0,686
redfin,3456,Maple Ave,Oakland,CA,94602,0,,2,2.0,800,2613,1926,37.795837,-122.206209,,,http://www.zillow.com/homedetails/3456-Maple-Ave-Oakland-CA-94602/24769878_zpid/,http://www.zillow.com/homedetails/3456-Maple-Ave-Oakland-CA-94602/24769878_zpid/#charts-and-data,http://www.zillow.com/homes/24769878_zpid/,http://www.zillow.com/homes/comps/24769878_zpid/,24769878,411597,04/11/2016,,,0.375166333174,0,400500,04/24/2015,4.0,500
redfin,3020,Florida St,Oakland,CA,94602,0,,2,1.0,933,2613,1910,37.797776,-122.203766,,,http://www.zillow.com/homedetails/3020-Florida-St-Oakland-CA-94602/24769969_zpid/,http://www.zillow.com/homedetails/3020-Florida-St-Oakland-CA-94602/24769969_zpid/#charts-and-data,http://www.zillow.com/homes/24769969_zpid/,http://www.zillow.com/homes/comps/24769969_zpid/,24769969,477165,04/11/2016,,,0.492869188401,0,572000,07/10/2015,8.0,613
redfin,3232,Kansas St,Oakland,CA,94602,0,,2,1.0,828,4356,1923,37.796761,-122.20124,,,http://www.zillow.com/homedetails/3232-Kansas-St-Oakland-CA-94602/24770040_zpid/,http://www.zillow.com/homedetails/3232-Kansas-St-Oakland-CA-94602/24770040_zpid/#charts-and-data,http://www.zillow.com/homes/24770040_zpid/,http://www.zillow.com/homes/comps/24770040_zpid/,24770040,596991,04/11/2016,,,0.45165400161,0,600000,12/15/2015,9.0,724
redfin,3226,Kansas St,Oakland,CA,94602,0,,2,1.0,818,4288,1922,37.796828,-122.201319,,,http://www.zillow.com/homedetails/3226-Kansas-St-Oakland-CA-94602/24770041_zpid/,http://www.zillow.com/homedetails/3226-Kansas-St-Oakland-CA-94602/24770041_zpid/#charts-and-data,http://www.zillow.com/homes/24770041_zpid/,http://www.zillow.com/homes/comps/24770041_zpid/,24770041,657950,04/11/2016,,,0.454485646802,0,585000,02/18/2016,9.0,715
redfin,3227,Kansas St,Oakland,CA,94602,0,,2,1.0,891,3300,1927,37.796525,-122.201753,,,http://www.zillow.com/homedetails/3227-Kansas-St-Oakland-CA-94602/24770100_zpid/,http://www.zillow.com/homedetails/3227-Kansas-St-Oakland-CA-94602/24770100_zpid/#charts-and-data,http://www.zillow.com/homes/24770100_zpid/,http://www.zillow.com/homes/comps/24770100_zpid/,24770100,495268,04/11/2016,,,0.426953286126,0,500000,07/02/2015,6.0,561
redfin,3225,Dakota St,Oakland,CA,94602,0,,2,1.0,858,3230,1924,37.794663,-122.204263,,,http://www.zillow.com/homedetails/3225-Dakota-St-Oakland-CA-94602/24770201_zpid/,http://www.zillow.com/homedetails/3225-Dakota-St-Oakland-CA-94602/24770201_zpid/#charts-and-data,http://www.zillow.com/homes/24770201_zpid/,http://www.zillow.com/homes/comps/24770201_zpid/,24770201,573780,04/11/2016,,,0.277310734694,0,610000,09/24/2015,8.0,710
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
514710,630,28595,36765,49020,342437.5,334267.5,322012.5

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
redfin,2352,E 17TH St,Oakland,CA,94601,120,40724400,7,6.0,2800,5702,1910,37.785513,-122.23224,http://www.redfin.com/CA/Oakland/2352-E-17th-St-94601/home/1523939,,http://www.zillow.com/homedetails/2352-E-17th-St-Oakland-CA-94601/24758903_zpid/,http://www.zillow.com/homedetails/2352-E-17th-St-Oakland-CA-94601/24758903_zpid/#charts-and-data,http://www.zillow.com/homes/24758903_zpid/,http://www.zillow.com/homes/comps/24758903_zpid/,24758903,553624,04/11/2016,2700,04/12/2016,0,0
redfin,2106,E 19th St,Oakland,CA,94606,0,,8,4.0,2487,3800,1924,37.788577,-122.235317,,,http://www.zillow.com/homedetails/2106-E-19th-St-Oakland-CA-94606/24759530_zpid/,http://www.zillow.com/homedetails/2106-E-19th-St-Oakland-CA-94606/24759530_zpid/#charts-and-data,http://www.zillow.com/homes/24759530_zpid/,http://www.zillow.com/homes/comps/24759530_zpid/,24759530,540909,04/11/2016,,,0.270272067922,0,420000,10/08/2015,6.0,168
redfin,2008,24th Ave,Oakland,CA,94601,0,,3,2.0,2560,3990,1918,37.7867,-122.229958,,,http://www.zillow.com/homedetails/2008-24th-Ave-Oakland-CA-94601/24759601_zpid/,http://www.zillow.com/homedetails/2008-24th-Ave-Oakland-CA-94601/24759601_zpid/#charts-and-data,http://www.zillow.com/homes/24759601_zpid/,http://www.zillow.com/homes/comps/24759601_zpid/,24759601,499657,04/11/2016,,,0.149175437414,0,510000,02/03/2016,5.0,199
redfin,2047,27th Ave,Oakland,CA,94601,0,,3,2.0,2581,3920,1908,37.785765,-122.227067,,,http://www.zillow.com/homedetails/2047-27th-Ave-Oakland-CA-94601/24766360_zpid/,http://www.zillow.com/homedetails/2047-27th-Ave-Oakland-CA-94601/24766360_zpid/#charts-and-data,http://www.zillow.com/homes/24766360_zpid/,http://www.zillow.com/homes/comps/24766360_zpid/,24766360,540947,04/11/2016,,,0.283007488118,0,400000,03/04/2016,9.0,154
principal_arv,avg $/sqft,rehab_light,rehab_med,rehab_high,mao_light,mao_med,mao_high
484400,173,98000,126000,168000,255300.0,227300.0,190300.0

prop type, address #, address st, city, state, zip, dom, listing_id, beds, baths, sqfootage, lotsize, yearbuilt, latitude, longitude, redfin link, chartlink, homelink, graphlink, maplink, compslink, zpid, zestimate, lastupdated, rentestimate, lastupdated_rent, distance, # hot words, sold price, sold date, comp score, $/sqft
